devicename,date,CO2,Soil EC,Soil Moisture,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Temperature,Soil pH,Soil EC Category,Soil Moisture Category,Soil pH Category,N Category,P Category,K Category,NPK Ratio,NPK Status,Optimal Plant,NPK - Plant Readiness,C_N_Ratio,C_N_Status,feeding_description,Feeding Category,Browns (g),Greens (g)
NDS011,2024-12-23,954.0,2712.0,99.3,527.0,1265.0,1267.0,26.4,7.8,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,"4g of dried radish tops, 20g of coffee grounds",Brown,20,0
NDS011,2024-12-24,928.0,2617.0,100.0,507.0,1219.0,1221.0,26.2,7.9,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-12-25,949.0,2464.0,100.0,475.0,1145.0,1146.0,26.3,7.6,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-12-26,935.0,2521.0,94.4,487.0,1173.0,1174.0,26.7,7.0,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-12-27,901.0,2444.0,99.3,471.0,1135.0,1137.0,27.0,6.6,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-12-29,818.0,2272.0,100.0,435.0,1053.0,1053.0,26.4,5.8,High,High,Low,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-12-30,833.0,2310.0,100.0,443.0,1071.0,1071.0,26.3,5.9,High,High,Low,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-12-31,788.0,2253.0,100.0,431.0,1043.0,1044.0,26.2,5.7,High,High,Low,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS012,2024-09-01,1340.0,166.0,27.6,0.0,37.0,29.0,29.9,5.8,Low,High,Low,Low,Low,Low,1.0 : 3700.0 : 2900.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,"4g of crushed eggshells, 3g of dried mango skins, 3g of dried chye sim",Green,0,7
NDS012,2024-09-02,1526.0,168.0,28.4,0.0,38.0,30.0,29.9,5.8,Low,High,Low,Low,Low,Low,1.0 : 3800.0 : 3000.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,"4g of crushed eggshells, 20g of coffee grounds, 5g of dried chye sim",Mixed,20,9
NDS012,2024-09-03,1350.0,168.0,27.9,0.0,38.0,30.0,29.1,5.8,Low,High,Low,Low,Low,Low,1.0 : 3800.0 : 3000.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,,,0,0
NDS012,2024-09-04,1264.0,169.0,27.6,0.0,38.0,30.0,27.7,5.7,Low,High,Low,Low,Low,Low,1.0 : 3800.0 : 3000.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,,,0,0
NDS012,2024-09-05,1386.0,175.0,27.9,0.0,41.0,33.0,29.0,5.8,Low,High,Low,Low,Low,Low,1.0 : 4100.0 : 3300.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,,,0,0
NDS012,2024-09-06,1227.0,181.0,28.2,0.0,44.0,36.0,29.5,5.7,Low,High,Low,Low,Low,Low,1.0 : 4400.0 : 3600.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,,,0,0
NDS012,2024-09-07,1181.0,186.0,27.9,0.0,46.0,39.0,29.4,5.7,Low,High,Low,Low,Low,Low,1.0 : 4600.0 : 3900.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,75g of coffee grounds,Brown,75,0
NDS012,2024-09-08,1122.0,185.0,27.1,0.0,46.0,38.0,28.2,5.6,Low,High,Low,Low,Low,Low,1.0 : 4600.0 : 3800.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,,,0,0
NDS012,2024-09-09,1198.0,184.0,27.4,0.0,45.0,38.0,28.1,5.7,Low,High,Low,Low,Low,Low,1.0 : 4500.0 : 3800.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,,,0,0
NDS012,2024-09-10,1210.0,184.0,27.1,0.0,45.0,38.0,28.0,5.8,Low,High,Low,Low,Low,Low,1.0 : 4500.0 : 3800.0,Unbalanced,Not Done Composting,Not Done Composting,,Unknown,"100g of distilled water, 7g of crushed eggshells, 2g of dried mango skins",Green,0,7
NDS012,2024-09-19,760.0,257.0,25.8,15.0,81.0,73.0,29.2,5.6,Low,High,Low,Low,Low,Low,1.0 : 5.4 : 4.9,Unbalanced,Not Done Composting,Not Done Composting,51:1,Unbalanced,,,0,0
NDS012,2024-09-20,768.0,258.0,26.4,15.0,81.0,74.0,28.1,5.6,Low,High,Low,Low,Low,Low,1.0 : 5.4 : 4.9,Unbalanced,Not Done Composting,Not Done Composting,51:1,Unbalanced,,,0,0
NDS012,2024-09-21,837.0,274.0,28.4,18.0,89.0,82.0,28.4,5.9,Low,High,Low,Low,Low,Low,1.0 : 4.9 : 4.6,Unbalanced,Not Done Composting,Not Done Composting,46:1,Unbalanced,,,0,0
NDS012,2024-09-22,840.0,300.0,27.0,24.0,101.0,94.0,29.7,5.8,Low,High,Low,Low,Low,Low,1.0 : 4.2 : 3.9,Unbalanced,Not Done Composting,Not Done Composting,35:1,Unbalanced,,,0,0
NDS012,2024-09-23,847.0,292.0,27.0,22.0,98.0,90.0,28.4,5.8,Low,High,Low,Low,Low,Low,1.0 : 4.5 : 4.1,Unbalanced,Not Done Composting,Not Done Composting,38:1,Unbalanced,,,0,0
NDS012,2024-09-24,798.0,293.0,28.6,22.0,98.0,91.0,27.8,5.9,Low,High,Low,Low,Low,Low,1.0 : 4.5 : 4.1,Unbalanced,Not Done Composting,Not Done Composting,36:1,Unbalanced,,,0,0
NDS012,2024-09-25,635.0,284.0,26.6,20.0,94.0,86.0,27.4,5.8,Low,High,Low,Low,Low,Low,1.0 : 4.7 : 4.3,Unbalanced,Not Done Composting,Not Done Composting,32:1,Unbalanced,,,0,0
NDS012,2024-09-26,826.0,196.0,26.5,2.0,51.0,44.0,27.1,5.7,Low,High,Low,Low,Low,Low,1.0 : 25.5 : 22.0,Unbalanced,Not Done Composting,Not Done Composting,413:1,Unbalanced,,,0,0
NDS012,2024-09-27,1108.0,228.0,27.4,9.0,67.0,59.0,28.9,5.8,Low,High,Low,Low,Low,Low,1.0 : 7.4 : 6.6,Unbalanced,Not Done Composting,Not Done Composting,123:1,Unbalanced,,,0,0
NDS012,2024-09-28,1182.0,254.0,26.6,14.0,79.0,72.0,29.0,5.8,Low,High,Low,Low,Low,Low,1.0 : 5.6 : 5.1,Unbalanced,Not Done Composting,Not Done Composting,84:1,Unbalanced,,,0,0
NDS012,2024-09-29,912.0,266.0,27.4,17.0,85.0,78.0,28.8,5.7,Low,High,Low,Low,Low,Low,1.0 : 5.0 : 4.6,Unbalanced,Not Done Composting,Not Done Composting,54:1,Unbalanced,200g of water,Unknown,0,0
NDS012,2024-09-30,1020.0,265.0,27.1,16.0,85.0,77.0,28.1,5.8,Low,High,Low,Low,Low,Low,1.0 : 5.3 : 4.8,Unbalanced,Not Done Composting,Not Done Composting,64:1,Unbalanced,,,0,0
NDS012,2024-10-01,974.0,233.0,25.5,10.0,69.0,62.0,27.8,5.7,Low,High,Low,Low,Low,Low,1.0 : 6.9 : 6.2,Unbalanced,Not Done Composting,Not Done Composting,97:1,Unbalanced,,,0,0
NDS012,2024-10-02,740.0,198.0,24.5,2.0,52.0,45.0,28.4,5.8,Low,High,Low,Low,Low,Low,1.0 : 26.0 : 22.5,Unbalanced,Not Done Composting,Not Done Composting,370:1,Unbalanced,,,0,0
NDS012,2024-10-03,818.0,220.0,26.7,7.0,63.0,55.0,28.3,5.9,Low,High,Low,Low,Low,Low,1.0 : 9.0 : 7.9,Unbalanced,Not Done Composting,Not Done Composting,117:1,Unbalanced,,,0,0
NDS012,2024-10-04,664.0,220.0,25.7,7.0,63.0,55.0,27.5,6.0,Low,High,Optimal,Low,Low,Low,1.0 : 9.0 : 7.9,Unbalanced,Not Done Composting,Not Done Composting,95:1,Unbalanced,,,0,0
NDS012,2024-10-05,720.0,251.0,26.5,13.0,78.0,70.0,27.8,6.0,Low,High,Optimal,Low,Low,Low,1.0 : 6.0 : 5.4,Unbalanced,Not Done Composting,Not Done Composting,55:1,Unbalanced,,,0,0
NDS012,2024-10-06,844.0,265.0,26.6,16.0,85.0,77.0,27.6,6.0,Low,High,Optimal,Low,Low,Low,1.0 : 5.3 : 4.8,Unbalanced,Not Done Composting,Not Done Composting,53:1,Unbalanced,,,0,0
NDS012,2024-10-07,934.0,285.0,27.1,21.0,94.0,87.0,27.9,6.3,Low,High,Optimal,Low,Low,Low,1.0 : 4.5 : 4.1,Unbalanced,Not Done Composting,Not Done Composting,44:1,Unbalanced,,,0,0
NDS012,2024-10-08,894.0,295.0,27.6,23.0,99.0,92.0,28.1,6.5,Low,High,Optimal,Low,Low,Low,1.0 : 4.3 : 4.0,Unbalanced,Not Done Composting,Not Done Composting,39:1,Unbalanced,,,0,0
NDS012,2024-10-09,873.0,294.0,26.5,22.0,99.0,91.0,27.7,6.8,Low,High,Optimal,Low,Low,Low,1.0 : 4.5 : 4.1,Unbalanced,Not Done Composting,Not Done Composting,40:1,Unbalanced,,,0,0
NDS012,2024-10-10,1402.0,389.0,33.4,42.0,144.0,137.0,28.3,7.2,Low,High,Optimal,Low,Low,Low,1.0 : 3.4 : 3.3,Unbalanced,Not Done Composting,Not Done Composting,33:1,Unbalanced,,,0,0
NDS012,2024-10-11,1371.0,406.0,31.7,46.0,153.0,146.0,28.2,7.3,Low,High,Optimal,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,30:1,Unbalanced,,,0,0
NDS012,2024-10-12,1138.0,401.0,32.1,45.0,150.0,143.0,27.4,7.2,Low,High,Optimal,Low,Low,Low,1.0 : 3.3 : 3.2,Unbalanced,Not Done Composting,Not Done Composting,25:1,Long Bean Optimal,"50g of distilled water, 4g of dried radish tops, 5g of crushed eggshells",Green,0,5
NDS012,2024-10-13,965.0,419.0,37.2,49.0,159.0,152.0,27.8,7.6,Low,High,High,Low,Low,Low,1.0 : 3.2 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,20:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-10-14,801.0,419.0,33.8,49.0,159.0,152.0,26.6,8.0,Low,High,High,Low,Low,Low,1.0 : 3.2 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,16:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-10-15,950.0,423.0,32.8,49.0,161.0,154.0,27.5,8.1,Low,High,High,Low,Low,Low,1.0 : 3.3 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,19:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-10-16,941.0,435.0,31.7,52.0,167.0,160.0,27.5,7.9,Low,High,High,Low,Low,Low,1.0 : 3.2 : 3.1,Unbalanced,Not Done Composting,Not Done Composting,18:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-10-17,1001.0,736.0,49.5,115.0,312.0,306.0,26.8,7.6,Low,High,High,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-10-18,1111.0,750.0,46.0,118.0,318.0,313.0,27.3,8.3,Low,High,High,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-10-19,853.0,774.0,51.9,123.0,330.0,325.0,26.9,8.2,Low,High,High,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS012,2024-10-20,1021.0,750.0,49.5,118.0,318.0,313.0,27.1,8.0,Low,High,High,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-10-21,948.0,792.0,55.0,126.0,339.0,333.0,28.1,8.2,Low,High,High,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-10-22,611.0,720.0,49.3,111.0,304.0,298.0,28.3,8.3,Low,High,High,High,High,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS012,2024-11-05,557.0,573.0,35.3,81.0,233.0,227.0,27.3,7.5,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,"45g of distilled water, 15g of coffee grounds, 3g of dried mango skins",Brown,15,0
NDS012,2024-11-06,605.0,606.0,37.9,88.0,249.0,243.0,27.0,7.4,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS012,2024-11-07,552.0,608.0,34.9,88.0,250.0,244.0,27.2,7.4,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS012,2024-11-08,614.0,566.0,34.3,79.0,230.0,223.0,27.1,7.2,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-11-09,504.0,541.0,36.7,74.0,218.0,211.0,27.0,7.1,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,"25g of coffee grounds, 50g of dried mango skins",Brown,25,0
NDS012,2024-11-10,623.0,518.0,31.7,69.0,207.0,200.0,26.7,6.9,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-11-11,614.0,525.0,33.1,71.0,210.0,204.0,26.7,7.0,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-11-12,610.0,546.0,30.6,75.0,220.0,214.0,26.9,6.8,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-11-13,598.0,536.0,34.2,73.0,215.0,209.0,26.2,6.7,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-11-14,626.0,539.0,31.3,74.0,217.0,210.0,26.5,6.8,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-11-15,592.0,539.0,35.7,74.0,217.0,210.0,26.4,6.7,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,"100g of distilled water, 150g of dried leaves",Unknown,0,0
NDS012,2024-11-16,592.0,519.0,33.5,69.0,207.0,201.0,25.9,6.7,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-11-17,571.0,510.0,29.0,68.0,203.0,196.0,25.9,6.6,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-11-18,531.0,497.0,27.9,65.0,196.0,190.0,26.0,6.5,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-11-19,529.0,490.0,27.7,63.0,193.0,187.0,26.0,6.5,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-11-20,541.0,488.0,27.3,63.0,192.0,186.0,26.1,6.5,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-11-27,1921.0,566.0,31.7,79.0,230.0,223.0,26.7,6.3,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,24:1,"Lady-Finger Optimal, Long Bean Optimal","20g of coffee grounds, 80g of dried mango skins",Brown,20,0
NDS012,2024-11-28,1413.0,609.0,29.9,88.0,250.0,244.0,27.0,6.4,Low,High,Optimal,Low,Low,Low,1.0 : 2.8 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,16:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-11-29,1289.0,573.0,33.8,81.0,233.0,227.0,26.2,6.3,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,16:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-11-30,1264.0,564.0,31.2,79.0,229.0,223.0,27.2,6.3,Low,High,Optimal,Low,Low,Low,1.0 : 2.9 : 2.8,Unbalanced,Not Done Composting,Not Done Composting,16:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-01,1170.0,522.0,30.6,70.0,208.0,202.0,27.5,6.6,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,17:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-02,1115.0,500.0,32.1,65.0,198.0,191.0,27.1,7.4,Low,High,Optimal,Low,Low,Low,1.0 : 3.0 : 2.9,Unbalanced,Not Done Composting,Not Done Composting,17:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-03,1105.0,485.0,31.3,62.0,191.0,184.0,27.0,6.8,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,18:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-04,1051.0,472.0,30.4,60.0,184.0,178.0,27.1,6.8,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,18:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-05,1005.0,470.0,34.6,59.0,183.0,177.0,27.5,7.3,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,17:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-06,691.0,462.0,30.4,57.0,180.0,173.0,27.8,7.6,Low,High,High,Low,Low,Low,1.0 : 3.2 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,12:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-07,757.0,467.0,33.2,59.0,182.0,175.0,28.0,7.5,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,13:1,"Lady-Finger Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-08,653.0,457.0,31.3,56.0,177.0,170.0,27.1,7.3,Low,High,Optimal,Low,Low,Low,1.0 : 3.2 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,12:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-09,653.0,448.0,29.1,55.0,173.0,166.0,26.4,7.3,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,12:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",20g of coffee grounds,Brown,20,0
NDS012,2024-12-10,668.0,456.0,28.2,56.0,177.0,170.0,26.7,7.2,Low,High,Optimal,Low,Low,Low,1.0 : 3.2 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,12:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-11,596.0,460.0,29.8,57.0,179.0,172.0,27.3,7.0,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,10:1,"Lady-Finger Optimal, Spinach Optimal, Long Bean Optimal",,,0,0
NDS012,2024-12-12,491.0,462.0,27.3,57.0,180.0,173.0,26.9,7.0,Low,High,Optimal,Low,Low,Low,1.0 : 3.2 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,,,0,0
NDS012,2024-12-13,474.0,461.0,28.2,57.0,179.0,172.0,26.7,6.8,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-12-14,456.0,459.0,28.0,57.0,178.0,171.0,27.3,6.7,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-12-15,480.0,460.0,27.6,57.0,179.0,172.0,27.5,6.4,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,8:1,Unbalanced,,,0,0
NDS012,2024-12-16,486.0,455.0,27.6,56.0,176.0,170.0,26.8,6.3,Low,High,Optimal,Low,Low,Low,1.0 : 3.1 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,9:1,Unbalanced,"4g of dried radish tops, 6g of crushed eggshells, 25g of coffee grounds, 2g of fresh mint leaves",Mixed,25,8
NDS012,2024-12-17,418.0,462.0,29.8,57.0,180.0,173.0,27.2,6.3,Low,High,Optimal,Low,Low,Low,1.0 : 3.2 : 3.0,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS012,2024-12-23,775.0,702.0,38.9,108.0,295.0,290.0,26.0,6.2,Low,High,Optimal,High,Low,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,"40g of distilled water, 6g of crushed eggshells, 2g of fresh mint leaves, 5g of dried mango skins",Green,0,8
NDS012,2024-12-24,688.0,705.0,39.0,108.0,297.0,291.0,26.0,6.1,Low,High,Optimal,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS012,2024-12-25,759.0,705.0,37.2,108.0,297.0,291.0,26.1,6.0,Low,High,Optimal,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS012,2024-12-26,775.0,714.0,39.0,110.0,301.0,295.0,26.5,6.1,Low,High,Optimal,High,High,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS012,2024-12-27,674.0,707.0,35.0,109.0,298.0,292.0,26.8,6.0,Low,High,Optimal,High,Low,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS012,2024-12-29,653.0,692.0,37.8,105.0,290.0,285.0,26.1,5.8,Low,High,Low,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS012,2024-12-30,687.0,703.0,37.2,108.0,296.0,290.0,26.1,5.7,Low,High,Low,High,Low,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS012,2024-12-31,657.0,678.0,33.5,103.0,284.0,278.0,26.0,5.6,Low,High,Low,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
